state,total_votes,rep_votes,rep_percent,rep_ev,dem_votes,dem_percent,dem_ev,other_votes,other_percent,other_ev,socialist_vote,socialist_percent,socialist_ev
Alabama,160477,55634,34.7,0,96368.0,60.1,11,,,,,,
Arkansas,127966,44800,35.0,0,81242.0,63.5,8,,,,,,
California,302399,164755,54.5,9,124985.0,41.3,0,,,,,,
Colorado,220895,92701,42.0,0,122705.0,55.5,4,,,,,,
Connecticut,180195,102572,56.9,6,74014.0,41.1,0,,,,,,
Delaware,41989,22535,53.7,3,18852.0,44.9,0,,,,,,
Florida,39777,7463,18.8,0,28273.0,71.1,4,,,,,,
Georgia,121410,34260,28.2,0,81180.0,66.9,13,,,,,,
Idaho,56760,27198,47.9,0,28260.0,49.8,3,,,,,,
Illinois,1131898,597985,52.8,24,503061.0,44.4,0,,,,,,
Indiana,664094,336063,50.6,15,309584.0,46.6,0,,,,,,
Iowa,530345,307799,58.0,13,209261.0,39.5,0,,,,,,
Kansas,353766,185955,52.6,10,162601.0,46.0,0,,,,,,
Kentucky,467580,226801,48.5,0,234889.0,50.2,13,,,,,,
Louisiana,67906,14234,21.0,0,53668.0,79.0,8,,,,,,
Maine,107698,66413,61.7,6,37822.0,35.1,0,,,,,,
Maryland,264386,136151,51.5,8,122237.0,46.2,0,,,,,,
Massachusetts,414804,238866,57.6,15,156997.0,37.8,0,,,,,,
Michigan,543789,316014,58.1,14,211432.0,38.9,0,,,,,,
Minnesota,316311,190461,60.2,9,112901.0,35.7,0,,,,,,
Mississippi,59055,5707,9.7,0,51706.0,87.6,9,,,,,,
Missouri,683658,314092,45.9,0,351922.0,51.5,17,,,,,,
Montana,63856,25409,39.8,0,37311.0,58.4,3,,,,,,
Nebraska,241430,121835,50.5,8,114013.0,47.2,0,,,,,,
Nevada,10196,3849,37.8,0,6347.0,62.2,3,,,,,,
New Hampshire,92364,54799,59.3,4,35489.0,38.4,0,,,,,,
New Jersey,401050,221707,55.3,10,164808.0,41.1,0,,,,,,
New York,1548043,822013,53.1,36,678462.0,43.8,0,,,,,,
North Carolina,292518,132997,45.5,0,157733.0,53.9,11,,,,,,
North Dakota,57783,35898,62.1,3,20524.0,35.5,0,,,,,,
Ohio,1040073,543918,52.3,23,474882.0,45.7,0,,,,,,
Oregon,84216,46526,55.2,4,33385.0,39.6,0,,,,,,
Pennsylvania,1173210,712665,60.7,32,424232.0,36.2,0,,,,,,
Rhode Island,56548,33784,59.7,4,19812.0,35.0,0,,,,,,
South Carolina,50698,3525,7.0,0,47173.0,93.0,9,,,,,,
South Dakota,96169,54574,56.7,4,39538.0,41.1,0,,,,,,
Tennessee,273860,123108,45.0,0,145240.0,53.0,12,,,,,,
Texas,424334,131174,30.9,0,267945.0,63.1,15,,,,,,
Utah,93071,47089,50.6,3,44949.0,48.3,0,,,,,,
Vermont,56212,42569,75.7,4,12849.0,22.9,0,,,,,,
Virginia,264208,115769,43.8,0,146079.0,55.3,12,,,,,,
Washington,107523,57455,53.4,4,44833.0,41.7,0,,,,,,
West Virginia,220796,119829,54.3,6,98807.0,44.8,0,,,,,,
Wisconsin,442501,265760,60.1,12,159163.0,36.0,0,,,,,,
Wyoming,24708,14482,58.6,3,10164.0,41.1,0,,,,,,
Alabama,108785,22472,20.7,0,79797.0,73.4,11,,,,,,
Arkansas,116328,46760,40.2,0,64434.0,55.4,9,,,,,,
California,331768,205226,61.9,10,89294.0,26.9,0,,,,,,
Colorado,243667,134661,55.3,5,100105.0,41.1,0,,,,,,
Connecticut,191136,111089,58.1,7,72909.0,38.1,0,,,,,,
Delaware,43856,23705,54.1,3,19347.0,44.1,0,,,,,,
Florida,39302,8314,21.2,0,27046.0,68.8,5,,,,,,
Georgia,130986,24004,18.3,0,83466.0,63.7,13,,,,,,
Idaho,72577,47783,65.8,3,18480.0,25.5,0,,,,,,
Illinois,1076495,632645,58.8,27,327606.0,30.4,0,,,,,,
Indiana,682206,368289,54.0,15,274356.0,40.2,0,,,,,,
Iowa,485703,307907,63.4,13,149141.0,30.7,0,,,,,,
Kansas,329047,213455,64.9,10,86164.0,26.2,0,,,,,,
Kentucky,435946,205457,47.1,0,217170.0,49.8,13,,,,,,
Louisiana,53908,5205,9.7,0,47708.0,88.5,9,,,,,,
Maine,96036,64438,67.1,6,27648.0,28.8,0,,,,,,
Maryland,224229,109497,48.8,1,109446.0,7.0,,,,,,,
Massachusetts,445100,257813,57.9,16,165746.0,37.2,0,,,,,,
Michigan,520443,361863,69.5,14,134163.0,25.8,0,,,,,,
Minnesota,292860,216651,74.0,11,55187.0,18.8,0,,,,,,
Mississippi,58721,3280,5.6,0,53480.0,91.1,10,,,,,,
Missouri,643861,321449,49.9,18,296312.0,46.0,0,,,,,,
Montana,63568,33994,53.5,3,21816.0,34.3,0,,,,,,
Nebraska,225732,138558,61.4,8,52921.0,23.4,0,,,,,,
Nevada,12115,6864,56.7,3,3982.0,32.9,0,,,,,,
New Hampshire,90151,54157,60.1,4,34071.0,37.8,0,,,,,,
New Jersey,432547,245164,56.7,12,164566.0,38.0,0,,,,,,
New York,1617765,859533,53.1,39,683981.0,42.3,0,,,,,,
North Carolina,207818,82442,39.7,0,124091.0,59.7,12,,,,,,
North Dakota,70279,52595,74.8,4,14273.0,20.3,0,,,,,,
Ohio,1004395,600095,59.7,23,344674.0,34.3,0,,,,,,
Oregon,89656,60309,67.3,4,17327.0,19.3,0,,,,,,
Pennsylvania,1236738,840949,68.0,34,337998.0,27.3,0,,,,,,
Rhode Island,68656,41605,60.6,4,24839.0,36.2,0,,,,,,
South Carolina,55890,2570,4.6,0,53320.0,95.4,9,,,,,,
South Dakota,101395,72083,71.1,4,21969.0,21.7,0,,,,,,
Tennessee,242750,105363,43.4,0,131653.0,54.2,12,,,,,,
Texas,233609,51307,22.0,0,167088.0,71.5,18,,,,,,
Utah,101626,62446,61.4,3,33413.0,32.9,0,,,,,,
Vermont,51888,40459,78.0,4,9777.0,18.8,0,,,,,,
Virginia,130410,48180,36.9,0,80649.0,61.8,12,,,,,,
Washington,145151,101540,70.0,5,28098.0,19.4,0,,,,,,
West Virginia,239986,132620,55.3,7,100855.0,42.0,0,,,,,,
Wisconsin,443440,280314,63.2,13,124205.0,28.0,0,,,,,,
Wyoming,30614,20489,66.9,3,8930.0,29.2,0,,,,,,
Alabama,105152,25561,24.3,0,74391.0,70.7,11,,,,,,
Arkansas,151845,56684,37.3,0,87020.0,57.3,9,,,,,,
California,386625,214398,55.5,10,127492.0,33.0,0,,,,,,
Colorado,263858,123693,46.9,0,126644.0,48.0,5,,,,,,
Connecticut,189903,112815,59.4,7,68255.0,35.9,0,,,,,,
Delaware,48007,25014,52.1,3,22055.0,45.9,0,,,,,,
Florida,49360,10654,21.6,0,31104.0,63.0,5,,,,,,
Georgia,132794,41692,31.4,0,72413.0,54.5,13,,,,,,
Idaho,97293,52621,54.1,3,36162.0,37.2,0,,,,,,
Illinois,1155254,629932,54.5,27,450810.0,39.0,0,,,,,,
Indiana,721117,348993,48.4,15,338262.0,46.9,0,,,,,,
Iowa,494770,275210,55.6,13,200771.0,40.6,0,,,,,,
Kansas,376043,197316,52.5,10,161209.0,42.9,0,,,,,,
Kentucky,490719,235711,48.0,0,244092.0,49.7,13,,,,,,
Louisiana,75117,8958,11.9,0,63568.0,84.6,9,,,,,,
Maine,106335,66987,63.0,6,35403.0,33.3,0,,,,,,
Maryland,238531,116513,48.8,2,115908.0,48.6,6,,,,,,
Massachusetts,456905,265966,58.2,16,155533.0,34.0,0,,,,,,
Michigan,538124,333313,61.9,14,174619.0,32.4,0,,,,,,
Minnesota,331328,195846,59.1,11,109411.0,33.0,0,,,,,,
Mississippi,66904,4363,6.5,0,60287.0,90.1,10,,,,,,
Missouri,715841,347203,48.5,18,346574.0,48.4,0,,,,,,
Montana,69233,32471,46.9,3,29511.0,42.6,0,,,,,,
Nebraska,266799,126997,47.6,0,131099.0,49.1,8,,,,,,
Nevada,24526,10775,43.9,0,11212.0,45.7,3,,,,,,
New Hampshire,89595,53144,59.3,4,33655.0,37.6,0,,,,,,
New Jersey,467111,265298,56.8,12,182522.0,39.1,0,,,,,,
New York,1638350,870070,53.1,39,667468.0,40.7,0,,,,,,
North Carolina,252554,114887,45.5,0,136928.0,54.2,12,,,,,,
North Dakota,94524,57680,61.0,4,32884.0,34.8,0,,,,,,
Ohio,1121552,572312,51.0,23,502721.0,44.8,0,,,,,,
Oklahoma,254260,110473,43.4,0,122362.0,48.1,7,,,,,,
Oregon,110539,62454,56.5,4,37792.0,34.2,0,,,,,,
Pennsylvania,1267450,745779,58.8,34,448782.0,35.4,0,,,,,,
Rhode Island,72317,43942,60.8,4,24706.0,34.2,0,,,,,,
South Carolina,66379,3945,5.9,0,62288.0,93.8,9,,,,,,
South Dakota,114775,67536,58.8,4,40266.0,35.1,0,,,,,,
Tennessee,257180,117977,45.9,0,135608.0,52.7,12,,,,,,
Texas,292913,65605,22.4,0,216662.0,74.0,18,,,,,,
Utah,108757,61165,56.2,3,42610.0,39.2,0,,,,,,
Vermont,52680,39552,75.1,4,11496.0,21.8,0,,,,,,
Virginia,137065,52572,38.4,0,82946.0,60.5,12,,,,,,
Washington,183570,106062,57.8,5,58383.0,31.8,0,,,,,,
West Virginia,258098,137869,53.4,7,111410.0,43.2,0,,,,,,
Wisconsin,454438,247744,54.5,13,166662.0,36.7,0,,,,,,
Wyoming,37608,20846,55.4,3,14918.0,39.7,0,,,,,,
